speaker_id,start_time,end_time,duration,speech
SPEAKER_06,0:14:25,0:15:00,35.55600000000004,"Everybody, squeeze in one room, we'll just lay out mattresses on the floor, and then we'll just turn on the air-cond and eat people enjoying. After Asha was born, I think my maternal instincts were very strong. How was your day? I don't know. It was really tiring. I couldn't bear the thought that somebody else would be caring for him full-time whilst I was at work. Long story short, I quit my job. "
SPEAKER_04,0:15:00,0:15:33,32.81299999999999,"Su no longer works as a school teacher, leaving Dan the sole breadwinner. He supports his family of eight with a monthly income of less than US$4,000. So utilities aside, feeding the family requires quite a bit of planning. Half of the Ong's monthly budget goes to food alone. "
SPEAKER_06,0:15:33,0:15:40,6.84699999999998,"Our monthly budget looks like a lot is spent on food because of eight mouths. Yeah, we eat quite a "
SPEAKER_07,0:15:40,0:15:48,7.66700000000003,lot. 
SPEAKER_06,0:15:48,0:16:07,19.043000000000006,"Always buy two bunches, okay? Because we are the equivalent of two small families. Right? But this is like for one small family, so this is our family. Yeah, bye-bye. What are you going "
SPEAKER_07,0:16:07,0:16:09,2.199999999999932,to buy the yogurt? 4 
SPEAKER_06,0:16:09,0:18:12,123.03800000000001,"for $2. 4 for $2 then get more lah. Avocado. 3 for $3.95. It's quite a good price. Can we have papaya? Papaya? I think we can get. The whole papaya. Living in Singapore, food prices have already gone up. Okay. 160 is... When everything is multiplied by 8, then you really feel it. Even if $2 increase or $1 increase, it becomes $8 or $16. Why does pizza have to be so expensive in Singapore? We don't go to restaurants to eat, you know. I'll try to learn new dishes so that we can actually enjoy restaurant food at home, and we don't feel... and we can eat a lot more. The bear has lost my face. Every night, I fall from the bed. At 16, Wang Qixuan is the only child of this middle-income family. I was a little bit confused when I was young. But when they told me that I was a little bit less than I thought I was, I was a little bit less than I thought. That was the one I liked the most. When I grew up, I was happy. When I grew up, my parents wouldn't care about me. "
SPEAKER_04,0:18:12,0:18:33,21.68399999999997,Jishwen only comes back from boarding school on Saturdays. That's when her parents check on the progress of her other lessons. 
SPEAKER_06,0:18:33,0:18:34,0.8009999999999309,Even before 
SPEAKER_02,0:18:34,0:18:35,1.18100000000004,"she started school, "
SPEAKER_06,0:18:35,0:18:38,2.081000000000131,Ji Xuan 
SPEAKER_02,0:18:38,0:19:07,29.15099999999984,has attended all kinds of extracurricular classes. 
SPEAKER_06,0:19:07,0:20:22,75.26300000000015,"The guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, the guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, guitar, You didn't listen to them? You didn't listen to them? Is there a problem? Of course. We have to talk about it. If I don't talk to him, he will start to get angry. If he gets angry, I don't want to talk to him. If I talk to him, he will get angry. I don't want to talk to him. Can you communicate with us? Do you want to talk to each other? Why do you think it's the same thing? It's all the same thing. We're trying to understand each other's thoughts, okay? You know, when we understand each "
SPEAKER_02,0:20:22,0:20:22,0.31999999999993634,"other, we "
SPEAKER_06,0:20:22,0:22:06,103.73700000000008,"start to get angry. You can't stop talking to him. You want to talk to him. But he doesn't want to accept it at all. He just wants to talk to you. He wants to buy a house and go to his wife. It's all because of him. It's all because of him. It's not interesting at all, okay? But you can't say it doesn't exist. Right? They're all the same. They're all the same. They're all the same. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. I'm just like them. It's not the same. It's not the same. It's different. "
SPEAKER_02,0:22:06,0:22:12,6.322999999999865,I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my 
SPEAKER_06,0:22:12,0:22:27,15.047000000000025,dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my dad's performance. I don't know what to do with my 
SPEAKER_05,0:22:27,0:22:31,3.8420000000000982,dad's performance. I don't know what to do with my dad's performance. I don't know 
SPEAKER_01,0:22:31,0:22:32,1.2799999999999727,what to do with my dad's performance. I 
SPEAKER_06,0:22:32,0:22:42,9.141000000000076,don't know what to do with my dad's performance. I don't Ji 
SPEAKER_04,0:22:42,0:22:56,14.283999999999878,"Xuan's parents are frustrated with her lack of discipline. She said dancing, music and calligraphy lessons. But she's given up on all of them. "
SPEAKER_06,0:22:56,0:23:11,15.134999999999991,"Hello everyone, I'm from Chongqing Foreign Language School. I'm a former vice president. You can call me Shirley. I'm now Chongqing Bento. I'm a rapper for Music. Thank you. I wear a mask and pretend that you're not happy with me. The "
SPEAKER_01,0:23:11,0:23:11,0.22000000000002728,wind 
SPEAKER_06,0:23:11,0:25:02,110.25099999999998,"blows in my face, the lightning strikes my waist. I want to meet you with a smile. Sheha is a kind of anti-truth thing. She's more self-confident. I think sheha is more self-confident when she's with me. Hip-hop. This is what Ji Xuan truly loves. But it's not what her parents want for her. I think it's such a shame. When people see your state, it should be the most valuable, the most valuable. I'm most happy. I'm going home. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. In the coming year, Ji Xuan will take the highly competitive college entrance exam. "
SPEAKER_04,0:25:02,0:25:13,11.464999999999918,But her grades are slipping. Mother Hua Ying is worried. 
SPEAKER_06,0:25:13,0:25:55,41.9530000000002,"I think you've grown up, but you haven't. And when she shows up recently, our characters are a little bit different. We think there's a dialogue between the characters. I'm afraid you still have to have a plan for your future. Or have some ideas. I don't know what you think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't know what to think. I don't "
SPEAKER_00,0:25:55,0:25:56,0.6199999999998909,know what to 
SPEAKER_06,0:25:56,0:25:57,1.0609999999999218,think. I don't know what to think. I don't 
SPEAKER_00,0:25:57,0:25:57,0.40000000000009095,know what 
SPEAKER_06,0:25:57,0:26:16,18.61500000000001,to think. I don't like to fight. I love my sister the 
SPEAKER_01,0:26:16,0:26:20,4.041999999999916,"most. Before that, I "
SPEAKER_06,0:26:20,0:26:34,13.870000000000118,"was more connected to my mother. After her death, my sister takes more care of me. "
SPEAKER_04,0:26:34,0:27:00,26.16599999999994,"Nineteen-year-old Purnima is a sophomore in university. She's had to run the household and take care of brother Divyanshu, ever since her mother passed away five months ago. "
SPEAKER_06,0:27:00,0:27:13,13.363000000000056,"It's a combination of the two. Even though she's still a child, she's still younger than me. So, until Purnima comes, she'll take care of "
SPEAKER_01,0:27:13,0:27:17,4.04099999999994,"her. When she goes, she'll get married and then she'll grow "
SPEAKER_03,0:27:17,0:27:34,17.048999999999978,up. What are you saying? 
SPEAKER_04,0:27:34,0:28:05,30.50500000000011,Divyanshu is back from English tuition. It's his weaker subject and Puneema wants him to buck up. 
SPEAKER_06,0:28:05,0:28:33,27.944999999999936,"When she was younger, she would teach her mom. She used to teach her mom that she was not strict. She didn't scold her much. She was so good at writing and writing. She was a little scared of me. She didn't scold her much. Do you understand yourself or something else? I understand. No, I don't. "
SPEAKER_01,0:28:33,0:28:33,0.03999999999996362,I 
SPEAKER_06,0:28:33,0:28:35,2.2819999999999254,don't know how bad it is. Okay. I won't come to play 
SPEAKER_00,0:28:35,0:28:36,0.8410000000001219,after doing 
SPEAKER_06,0:28:36,0:29:32,56.394000000000005,"this. Don't play. Go for half an hour. Just play. Half an hour. How much longer? Half an hour takes you to the moon. Where do you go to play? To the street. To the clock. Yes, sometimes they don't send me home, so I have to take it out on the ball. No, he doesn't share his feelings as soon as possible. He keeps telling me to study every time. And sometimes he doesn't send me home. I get angry. The more you get angry, the more you "
SPEAKER_01,0:29:32,0:29:39,7.281999999999925,get mad. 
SPEAKER_00,0:29:39,0:29:48,8.382000000000062,I'm trying to spell here. Laurie Lucas. 
SPEAKER_04,0:29:48,0:29:57,9.177999999999884,"In the Ong family, the six children have to share four mobile phones and two computers. I think "
SPEAKER_06,0:29:57,0:29:58,1.2010000000000218,it's double C. 
SPEAKER_04,0:29:58,0:30:00,1.32100000000014,I'm not so sure. 
SPEAKER_06,0:30:00,0:30:00,0.9210000000000491,See this? 
SPEAKER_00,0:30:00,0:30:12,11.968999999999824,"Yeah, but it's wrong. I think "
SPEAKER_06,0:30:12,0:30:14,1.2010000000000218,it's A. 
SPEAKER_00,0:30:14,0:30:17,3.782000000000153,"Oh, yeah? Is it? You're such a brilliant kid. "
SPEAKER_06,0:30:17,0:31:20,62.233999999999924,"I know. Meg! What? You're not supposed to watch by yourself. Yeah. Come, come outside. We are very strict about the use of internet, especially the content. We go on a basis of not trusting. and especially they're not supposed to be online on their own. All screens of the laptop or the computer should be facing outwards, so that anybody who is walking by can see what's on the screen. What happens when you come across a scene and somebody is kissing? Then we don't watch that. We don't watch that scene anymore. None of the kids have actually stepped into a cinema before. Being the eldest, "
SPEAKER_00,0:31:20,0:31:41,20.944999999999936,18-year-old Asha is given the most freedom. He's allowed to use the phone more. 
SPEAKER_04,0:31:41,0:31:48,7.2840000000001055,"compared to his siblings, who only get one hour of screen time daily. Being 18 years old is about the time where I'm "
SPEAKER_05,0:31:48,0:31:51,2.72199999999998,supposed to be able to take care of myself. 
SPEAKER_00,0:31:51,0:31:51,0.44000000000005457,I'm going to 
SPEAKER_05,0:31:51,0:31:54,2.4809999999999945,Instagram Live later. Nobody's on Facebook. 
SPEAKER_00,0:31:54,0:32:06,12.197999999999865,"I mean, I don't know how many people are going to view it, but who cares? Checking connection. "
SPEAKER_04,0:32:06,0:32:13,7.723999999999933,"Only the oldest two in the family, Asher and Abigail, are allowed their own social media accounts. "
SPEAKER_00,0:32:13,0:32:33,19.5300000000002,"Okay, come on guys. Oh, hello again! So just tell me something. While I edit my work, what's my inspiration for my photos? One of the biggest Instagram accounts that I really like is YK, the blue colour guy. "
SPEAKER_06,0:32:33,0:32:35,2.467999999999847,He really makes really cool stuff. 
SPEAKER_00,0:32:35,0:33:05,29.11200000000008,I feel that he spends way too much time on the screen. This is the first time that Asher is live streaming. 
SPEAKER_04,0:33:05,0:33:10,5.40300000000002,and his curious younger siblings are drawn in. I 
SPEAKER_06,0:33:10,0:33:29,19.29099999999994,"was noticing that the nine-year-old Mac, she was talking quite a lot, so I don't know what she would say wrong or anything like that, and revealing too much of personal information on the web. I'm going to tell Asher to please stop it soon. I'm not sure if "
SPEAKER_01,0:33:29,0:33:30,0.2999999999999545,we 
SPEAKER_06,0:33:30,0:33:35,5.401000000000067,didn't have any news about this. We haven't talked about this. 
SPEAKER_01,0:33:35,0:33:39,3.8230000000000928,Is it wrong? It might 
SPEAKER_06,0:33:39,0:33:48,9.646999999999935,"be wrong. Why? I really didn't know that you were going to go live. As parents, we need to be very vigilant about what our children are doing online. "
SPEAKER_00,0:33:48,0:33:49,0.20000000000004547,Just 
SPEAKER_06,0:33:49,0:34:55,66.25099999999998,"whatever goes online inevitably will never go away. And you have your younger siblings on you know. As a parent, it is difficult for me to navigate the amount of control, especially when I'm trying to juggle different age groups. "
SPEAKER_04,0:34:55,0:35:08,13.587999999999738,It's only been six months since Haruka took up a new job as a sports TV producer in Tokyo. But an upcoming global sports event is about to make Haruka's life more hectic. 
SPEAKER_02,0:35:08,0:35:16,7.647000000000389,The Games of the 32nd Olympiad in 2020 are awarded to the city of Tokyo! The 2020 
SPEAKER_06,0:35:16,0:35:42,25.669999999999618,Summer Olympics are in Tokyo! I don't want to be like this. We have a tournament next month. Can you tell us about it? How did you feel last year? 
SPEAKER_04,0:35:42,0:35:49,7.588000000000193,"With more experienced producers vying to be part of the prestigious event, the competition will be brutal. "
SPEAKER_07,0:35:49,0:36:07,17.521000000000186,"I have to win in many directors who are limited. I have to be able to go outside without getting caught. I have to make such a machine myself, but I can't make it. "
SPEAKER_06,0:36:07,0:36:10,3.143999999999778,"I don't have a day off, so I had a lot of time with my friends and family. For "
SPEAKER_07,0:36:10,0:36:30,20.188000000000102,"example, I had a chance to have a boyfriend, so I couldn't spend time with him. "
SPEAKER_06,0:36:30,0:37:32,62.070000000000164,"to understand how my dad works. That's how I became a part of the family. That's how I became a part of the family. That's how I became a part of the family. Now that I'm working, Of course, there are people who can't go home. I'm home. I'm home. Are you going to wash your hands tomorrow too? I don't know. I don't think I'm going to be able to wash my hands. I'm not going to be able "
SPEAKER_07,0:37:32,0:37:47,14.763999999999669,to wash my hands. I'm not going to be able to wash my hands. I don't think I'm going to be able to wash my hands. I don't think I'm going to be able to wash my hands. I don't think I'm going to be able to wash my hands. I don't think I'm going to be able to wash my hands. I 
SPEAKER_06,0:37:47,0:37:55,8.42300000000023,don't think I'm going to be able to wash my hands. I don't think I'm going to be able to wash my hands. I don't think I'm going to be able to wash my hands. I don't think I'm going to be able 
SPEAKER_07,0:37:55,0:38:00,4.560999999999694,"to wash my hands. When she's tired from work or when she has a hard time working, she "
SPEAKER_06,0:38:00,0:38:26,25.528999999999996,"can talk to me whenever she wants, but she can't talk to me. When I become a social worker, "
SPEAKER_07,0:38:26,0:38:26,0.680000000000291,I'm a very 
SPEAKER_06,0:38:26,0:38:57,30.59999999999991,"busy person, and I'm almost like the head of the industry. I'm going to put in a cup of tea and talk to them in a calm manner. I feel that there is a sense of value, a way of thinking, and a way of capturing things. "
SPEAKER_04,0:38:57,0:39:15,18.067000000000007,"Monday morning, as the rest of Singapore's children head to school, at the Ong household, the children head to their study room. The children are home schooled. "
SPEAKER_06,0:39:15,0:40:28,73.2159999999999,"Our kids don't go to public school. We actually educate them at home. Maybe some doubts from the elder generation, like Dan's mum also was quite fearful by their doing fine. The fact that both Dan and I were trained MOE teachers and choosing to homeschool actually is not because we have any commentary about the public school system. but more so because we want to take charge of our own children's education and having the autonomy to grow our children the way that we deem fit. "
SPEAKER_04,0:40:28,0:40:44,16.13700000000017,"Su decides the children's curriculum, but is otherwise quite free and easy about the timetable. In the Ong household, school generally starts after 8am. The children set their own goals and tasks for the "
SPEAKER_01,0:40:44,0:40:48,3.561000000000149,day. 
SPEAKER_04,0:40:48,0:40:54,5.800999999999931,The next two to three hours are spent doing lessons online. 
SPEAKER_06,0:40:54,0:41:17,23.299999999999727,They can do their own work while I have to cook lunch or sometimes I'm doing the laundry. It's really the book that teaches them and I come in as a guide. 
SPEAKER_04,0:41:17,0:41:29,11.727000000000317,The afternoons are spent playing and practicing music. 
SPEAKER_06,0:41:29,0:41:54,25.284999999999854,"Yeah, I really like homeschooling because I don't like to go outside. I don't like traveling. Do you feel like we are like other people wearing uniform and then you never wear? I don't like wearing the same thing every day. Quite boring. You still wear the same thing every day, right? Yeah. Do you think you're gonna study at home forever? "
SPEAKER_01,0:41:54,0:41:54,0.27999999999974534,No. 
SPEAKER_06,0:41:54,0:41:56,2.161000000000058,Then when do you think you're gonna go to school? 
SPEAKER_01,0:41:56,0:41:58,1.7730000000001382,Probably. 
SPEAKER_06,0:41:58,0:41:59,1.2010000000000218,You want to go poly? 
SPEAKER_01,0:41:59,0:42:01,1.4209999999998217,No. 
SPEAKER_06,0:42:01,0:42:03,1.861000000000331,Then why do you think 
SPEAKER_01,0:42:03,0:42:10,7.585000000000036,you're going to school? Because I have to grow up anyway. 
SPEAKER_04,0:42:10,0:42:24,13.657999999999902,"In Singapore, homeschooling is allowed only if a child passes the primary school leaving examination, or PSLE, before 15 years old. "
SPEAKER_06,0:42:24,0:42:28,4.040999999999713,"I think only on levels, which is like grade 10. I don't "
SPEAKER_01,0:42:28,0:42:33,5.081000000000131,want to go to university. I want to stay home forever. But that's 
SPEAKER_06,0:42:33,0:42:55,21.78800000000001,"just what you're thinking now. Like when you get that age, you wouldn't think you want to stay home forever. Yeah. But now I want to stay. Can I take it out? No! If our children don't pass the PSLE, we would not be able to continue homeschooling them and they would be placed in a primary school. "
SPEAKER_04,0:42:55,0:43:10,15.528000000000247,"Passing isn't enough. There's a minimum standard that they have to reach. And that's why fourth child, Isaiah, is feeling the heat. He will be taking his PSLE later in the year. "
SPEAKER_06,0:43:10,0:43:31,20.294999999999618,"Chinese PSLE, you have to do oral. The subject I was really scared of was tennis. Because I can't speak Chinese and I can't write Chinese. I do know a bit but I'm not very good. "
SPEAKER_04,0:43:31,0:43:38,7.69800000000032,Isaiah's three older siblings did not meet the benchmark on their first try. 
SPEAKER_06,0:43:38,0:44:08,29.962999999999738,They all managed to clear at the second attempt. We have a different curriculum that we're using. So to suddenly get them to the PSLE track is kind of a switch for them. Mummy sometimes say we have to go this good if we fail. Just to scare us a little. Sometimes it terrifies me. 
SPEAKER_04,0:44:08,0:44:15,6.80600000000004,"The exams are in three months, and this will be Isaiah's second attempt. "
SPEAKER_06,0:44:15,0:44:41,25.603000000000065,"If Isaiah still doesn't make the grade, he will have to return to a mainstream school. That would make me very sad now. "
